491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
491,0,564.500000000000
0,-491,564.500000000000
